"price","trim","isOneOwner","mileage","year","color","fuel","soundSystem","wheelType","displacement"
29.995,"550","Yes",77.762,2008,"Other","Gasoline","Premium","unsp",5.5
27.9,"550","No",107.848,2009,"White","Gasoline","unsp","unsp",5.5
48,"Other","No",38.799,2012,"Black","Diesel","Harman Kardon","unsp",3
62.99,"Other","No",26.545,2012,"Black","Diesel","Harman Kardon","Alloy",3
47.995,"Other","No",38.954,2012,"White","Diesel","Harman Kardon","Alloy",3
49.9,"Other","Yes",25.38,2012,"Other","Diesel","Harman Kardon","Premium",3
40.599,"550","No",50.858,2011,"Black","Gasoline","Premium","Premium",5.5
51.95,"550","No",40.745,2011,"Black","Gasoline","Premium","unsp",5.5
40.995,"550","No",49.308,2011,"Black","Gasoline","unsp","Alloy",5.5
49.998,"550","Yes",39.239,2011,"Silver","Gasoline","unsp","unsp",5.5
39.9,"550","No",59.482,2010,"Black","Gasoline","Premium","Alloy",5.5
43.995,"550","No",22.634,2010,"White","Gasoline","Harman Kardon","Alloy",5.5
33.9,"550","No",70.974,2010,"Other","Gasoline","Premium","unsp",5.5
35.5,"550","No",66.062,2010,"Other","Gasoline","Premium","unsp",5.5
37.9,"550","No",71.754,2011,"Other","Gasoline","Harman Kardon","Alloy",5.5
47.995,"550","No",43.568,2011,"Black","Gasoline","Harman Kardon","Alloy",5.5
41.9,"550","No",49.4,2010,"Black","Gasoline","unsp","unsp",5.5
43.5,"550","No",29.529,2011,"Black","Gasoline","Premium","unsp",5.5
52.95,"550","Yes",35.185,2010,"Black","Gasoline","unsp","unsp",5.5
44.999,"550","Yes",6.175,2011,"Black","Gasoline","Harman Kardon","Alloy",5.5
46.995,"550","No",51.949,2011,"Black","Gasoline","unsp","Alloy",5.5
46.995,"550","No",46.378,2010,"Black","Gasoline","unsp","unsp",5.5
53.95,"550","No",28.605,2011,"Black","Gasoline","Premium","Alloy",5.5
41.995,"550","No",44.782,2011,"Black","Gasoline","Harman Kardon","Alloy",5.5
39.995,"550","No",27.212,2011,"Black","Gasoline","unsp","Alloy",5.5
62.992,"550","Yes",22.246,2011,"Black","Gasoline","Harman Kardon","Alloy",5.5
49.9,"550","Yes",47.781,2011,"Black","Gasoline","Harman Kardon","Alloy",5.5
65.999,"550","No",19.29,2012,"Black","Gasoline","Harman Kardon","Alloy",4.6
48.995,"550","No",17.287,2012,"White","Gasoline","Premium","Alloy",4.6
39.999,"550","Yes",54.241,2012,"Black","Gasoline","Harman Kardon","Alloy",4.6
62.998,"550","No",26.389,2012,"White","Gasoline","unsp","unsp",4.6
49.995,"550","Yes",36.357,2013,"Other","Gasoline","unsp","unsp",4.6
44.995,"550","No",59.765,2013,"Black","Gasoline","unsp","Alloy",4.6
53.5,"550","No",21.184,2012,"Other","Gasoline","unsp","Alloy",4.6
56.99,"550","No",25.581,2012,"Silver","Gasoline","Harman Kardon","unsp",4.6
46.777,"550","No",26.571,2013,"Black","Gasoline","Premium","unsp",4.6
64.971,"550","No",16.165,2012,"Silver","Gasoline","Premium","Alloy",4.6
74.997,"550","No",14.903,2012,"Black","Gasoline","unsp","Alloy",4.6
49.915,"550","Yes",40.694,2012,"White","Gasoline","unsp","Alloy",4.6
56.999,"550","No",20.176,2013,"Black","Gasoline","Premium","Alloy",4.6
58.777,"550","No",33.886,2013,"Other","Gasoline","Harman Kardon","Alloy",4.6
44.996,"550","Yes",24,2012,"Silver","Gasoline","Premium","Premium",4.6
69.981,"550","No",8.286,2013,"White","Gasoline","Premium","Alloy",4.6
37.989,"Other","No",35.47,2010,"Silver","Hybrid","Harman Kardon","unsp",3.5
43.991,"Other","No",38.337,2011,"Silver","Hybrid","unsp","unsp",3.5
32.999,"Other","Yes",37.161,2010,"Other","Hybrid","Premium","Alloy",3.5
4.995,"Other","No",220,1999,"Black","Gasoline","unsp","unsp",3.2
4.495,"Other","No",141.721,1999,"Silver","Gasoline","unsp","unsp",3.2
3.995,"Other","No",147.746,1998,"Other","Gasoline","unsp","Alloy",3.2
5.995,"Other","No",125.935,1999,"Other","Gasoline","unsp","unsp",3.2
3.95,"Other","No",89,1994,"Black","Gasoline","Premium","Alloy",4.2
1.65,"Other","No",162.094,1996,"White","Gasoline","unsp","unsp",4.2
7.9,"Other","No",89.24,1998,"Other","Gasoline","Bose","Alloy",4.2
3.7,"Other","No",143.218,1999,"Black","Gasoline","unsp","unsp",4.2
4.999,"500","No",205.544,1998,"Black","Gasoline","unsp","unsp",5
13.895,"Other","No",102.919,2006,"Silver","Gasoline","Bose","Premium",3.7
19.495,"Other","Yes",52.67,2006,"Silver","Gasoline","Premium","Alloy",3.7
12.995,"Other","Yes",93.4,2006,"Black","Gasoline","unsp","unsp",3.7
5.995,"430","No",140.377,2002,"Silver","Gasoline","unsp","Alloy",4.3
10,"430","No",55.463,2002,"Silver","Gasoline","Premium","Alloy",4.3
5.955,"430","No",160.199,2001,"Silver","Gasoline","Bose","unsp",4.3
10,"430","No",78,2002,"Other","Gasoline","Bose","Alloy",4.3
17.995,"430","No",70.533,2006,"Silver","Gasoline","Bose","Alloy",4.3
20.995,"430","No",71.217,2006,"White","Gasoline","Premium","Alloy",4.3
9.99,"430","Yes",80.227,2001,"Silver","Gasoline","Bose","Alloy",4.3
11.995,"430","No",125.542,2002,"Silver","Gasoline","Bose","Premium",4.3
7.995,"430","Yes",145.079,2003,"Black","Gasoline","Bose","Alloy",4.3
9.988,"430","No",108.781,2003,"Black","Gasoline","Bose","Premium",4.3
7.9,"430","No",167.864,2004,"Other","Gasoline","unsp","unsp",4.3
6.881,"430","No",123.595,2002,"Other","Gasoline","Bose","Alloy",4.3
3.995,"430","No",184.099,2002,"Other","Gasoline","unsp","unsp",4.3
7.995,"430","No",103.839,2002,"Other","Gasoline","Bose","Premium",4.3
3.7,"430","Yes",179.028,2002,"Black","Gasoline","unsp","unsp",4.3
16.991,"430","No",75.383,2006,"Other","Gasoline","unsp","Alloy",4.3
5.95,"430","No",95.393,2000,"Silver","Gasoline","unsp","Alloy",4.3
3.799,"430","No",166.305,2000,"Other","Gasoline","Premium","Alloy",4.3
8,"430","No",100.226,2002,"Black","Gasoline","Bose","unsp",4.3
5.995,"430","No",104.334,2002,"Black","Gasoline","Bose","other",4.3
9.971,"430","No",124.45,2003,"Black","Gasoline","Bose","Alloy",4.3
17.975,"430","No",35.52,2004,"Black","Gasoline","unsp","unsp",4.3
16,"430","No",111,2006,"White","Gasoline","unsp","unsp",4.3
16.995,"430","No",68.615,2006,"Silver","Gasoline","Premium","Alloy",4.3
8.975,"430","No",132,2002,"Black","Gasoline","Premium","unsp",4.3
29.995,"430","No",45.899,2003,"Silver","Gasoline","unsp","unsp",4.3
6.995,"430","No",160,2000,"Other","Gasoline","unsp","unsp",4.3
6.505,"430","No",166.504,2002,"Black","Gasoline","unsp","Alloy",4.3
17.999,"430","No",19.552,2006,"Silver","Gasoline","Bose","Alloy",4.3
3.999,"430","No",176.214,2000,"Black","Gasoline","unsp","Alloy",4.3
7.8,"430","No",108,2002,"Black","Gasoline","unsp","Alloy",4.3
12.841,"430","Yes",58.16,2003,"Other","Gasoline","Bose","unsp",4.3
8.995,"430","No",172.76,2006,"Silver","Gasoline","unsp","Alloy",4.3
9.995,"Other","No",148.868,2002,"Silver","Gasoline","unsp","Alloy",5.4
14.977,"Other","No",84.894,2001,"Silver","Gasoline","Bose","Alloy",5.4
6.9,"Other","No",108,2001,"Black","Gasoline","unsp","Alloy",5.4
14.995,"Other","No",86.679,2004,"Black","Gasoline","unsp","unsp",5.4
17.998,"Other","No",82.754,2003,"Silver","Gasoline","Premium","Alloy",5.4
13,"Other","No",123.545,2004,"Other","Gasoline","unsp","unsp",5.4
14.995,"Other","No",134.639,2006,"Black","Gasoline","unsp","Alloy",5.4
11.995,"500","No",127.476,2006,"Silver","Gasoline","unsp","Alloy",5
9.995,"500","No",122.971,2000,"Silver","Gasoline","unsp","Alloy",5
7.998,"500","No",95.716,2001,"Other","Gasoline","unsp","unsp",5
14.961,"500","No",125.827,2006,"Silver","Gasoline","Bose","Alloy",5
11.995,"500","No",120.111,2001,"Silver","Gasoline","Bose","Premium",5
10.995,"500","No",129.551,2005,"Other","Gasoline","Premium","Alloy",5
8.5,"500","No",118.525,2000,"Silver","Gasoline","unsp","unsp",5
11.991,"500","No",64.194,2002,"Black","Gasoline","unsp","unsp",5
9.991,"500","No",53.367,2002,"Black","Gasoline","unsp","unsp",5
9.95,"500","No",107.703,2002,"Other","Gasoline","unsp","unsp",5
6.991,"500","No",176.902,2002,"Other","Gasoline","unsp","unsp",5
6.99,"500","No",106.746,2000,"Silver","Gasoline","Bose","Alloy",5
6.988,"500","No",158.211,2000,"Silver","Gasoline","unsp","unsp",5
13.995,"500","Yes",108.916,2003,"White","Gasoline","unsp","Alloy",5
6.995,"500","No",158.936,2000,"Black","Gasoline","Premium","unsp",5
7.995,"500","No",98.1,2000,"Other","Gasoline","unsp","unsp",5
18.9,"Other","No",79.739,2003,"Silver","Gasoline","Premium","Alloy",5.5
16.988,"Other","No",48.501,2002,"Black","Gasoline","Bose","Alloy",5.8
4.995,"Other","No",222.111,2001,"Black","Gasoline","unsp","Alloy",5.8
15.9,"430","No",66.65,2005,"Other","Gasoline","unsp","unsp",4.3
8.9,"430","No",130.723,2003,"White","Gasoline","Premium","Alloy",4.3
14.499,"430","Yes",89.505,2006,"Silver","Gasoline","unsp","unsp",4.3
12.999,"500","No",140,2004,"Other","Gasoline","unsp","Alloy",5
4.2,"500","No",131.2,2003,"Other","Gasoline","unsp","unsp",5
7.99,"500","No",104.955,2003,"Silver","Gasoline","Premium","unsp",5
42.999,"550","No",57.198,2007,"White","Gasoline","Harman Kardon","Alloy",5.5
19.991,"550","No",128.434,2007,"Other","Gasoline","unsp","unsp",5.5
32.999,"550","No",48.494,2008,"Other","Gasoline","Premium","Alloy",5.5
26.5,"550","No",93.847,2008,"Black","Gasoline","Harman Kardon","unsp",5.5
37.891,"550","No",51.475,2009,"Other","Gasoline","Premium","Alloy",5.5
29.995,"550","No",64.018,2007,"Silver","Gasoline","unsp","unsp",5.5
24.995,"550","No",94.313,2007,"Black","Gasoline","unsp","unsp",5.5
38.851,"550","No",14.859,2007,"Other","Gasoline","Harman Kardon","Alloy",5.5
35.995,"550","Yes",78.292,2007,"White","Gasoline","unsp","unsp",5.5
25.95,"550","No",71.115,2007,"Silver","Gasoline","unsp","unsp",5.5
29.988,"550","No",80.245,2008,"Other","Gasoline","Premium","Alloy",5.5
27.999,"550","No",105.144,2008,"Silver","Gasoline","unsp","Alloy",5.5
24.248,"550","No",83.465,2008,"Black","Gasoline","unsp","Alloy",5.5
33.995,"550","No",59.038,2008,"Black","Gasoline","Harman Kardon","Alloy",5.5
29.9,"550","No",65.983,2007,"Silver","Gasoline","Harman Kardon","Alloy",5.5
30.922,"550","No",52.521,2007,"Black","Gasoline","Harman Kardon","unsp",5.5
32.9,"550","Yes",38.012,2007,"Silver","Gasoline","Premium","unsp",5.5
10.2,"550","No",111.315,2007,"Other","Gasoline","Harman Kardon","other",5.5
27.9,"550","No",92.138,2007,"Silver","Gasoline","unsp","Alloy",5.5
29.5,"550","No",66.506,2008,"Black","Gasoline","unsp","Alloy",5.5
17.9,"550","No",124,2007,"White","Gasoline","Premium","Alloy",5.5
23.99,"550","No",80.921,2007,"Other","Gasoline","unsp","Alloy",5.5
26.991,"550","Yes",73.544,2008,"Other","Gasoline","Harman Kardon","unsp",5.5
35.5,"550","Yes",45.524,2009,"Silver","Gasoline","Premium","Alloy",5.5
26,"550","No",77.732,2007,"Silver","Gasoline","unsp","unsp",5.5
22.99,"550","No",116.179,2007,"White","Gasoline","Premium","Alloy",5.5
31.891,"550","No",79.943,2007,"Black","Gasoline","unsp","Alloy",5.5
30.97,"550","No",60.853,2007,"Black","Gasoline","Premium","unsp",5.5
29.989,"550","No",92.54,2007,"White","Gasoline","Premium","unsp",5.5
21.86,"550","No",97.368,2008,"Silver","Gasoline","Premium","Alloy",5.5
29.99,"550","No",42.351,2007,"Black","Gasoline","unsp","unsp",5.5
23.891,"550","No",89.331,2007,"Black","Gasoline","unsp","unsp",5.5
24.995,"550","No",75.595,2007,"Black","Gasoline","Premium","Alloy",5.5
29.99,"550","No",79.719,2007,"Black","Gasoline","unsp","Alloy",5.5
25.995,"550","No",109.9,2008,"Black","Gasoline","Premium","unsp",5.5
26.991,"550","No",65.726,2007,"Other","Gasoline","Premium","unsp",5.5
27.9,"550","No",54.93,2007,"Black","Gasoline","Harman Kardon","Alloy",5.5
25.98,"550","No",99.276,2007,"Black","Gasoline","Premium","unsp",5.5
26.995,"550","No",71.734,2007,"Black","Gasoline","Harman Kardon","Alloy",5.5
33,"550","No",69.236,2007,"Other","Gasoline","unsp","Alloy",5.5
26.99,"550","No",85.884,2007,"Silver","Gasoline","unsp","unsp",5.5
25.5,"550","No",91.727,2007,"Other","Gasoline","Premium","Alloy",5.5
26.95,"550","No",80.012,2007,"Black","Gasoline","Premium","Alloy",5.5
32.9,"550","No",62.016,2007,"Silver","Gasoline","unsp","Alloy",5.5
21.995,"550","No",155,2007,"Black","Gasoline","Premium","unsp",5.5
20.888,"550","No",101.31,2007,"Silver","Gasoline","Premium","unsp",5.5
32.55,"550","No",83.55,2009,"Silver","Gasoline","Harman Kardon","Alloy",5.5
33.994,"550","No",64,2009,"Black","Gasoline","unsp","unsp",5.5
38.95,"Other","No",43.422,2007,"Other","Gasoline","Harman Kardon","unsp",5.5
33.9,"Other","Yes",88.56,2008,"Silver","Gasoline","Harman Kardon","unsp",6.3
44.999,"Other","No",30.542,2009,"White","Gasoline","Harman Kardon","Alloy",6.3
43.997,"Other","No",50.075,2008,"Black","Gasoline","Harman Kardon","unsp",6.3
43.85,"Other","No",68.101,2009,"Other","Gasoline","Harman Kardon","Alloy",6.3
29.9,"Other","No",132.389,2009,"Silver","Gasoline","Harman Kardon","unsp",6.3
44.788,"Other","No",51.455,2008,"Other","Gasoline","Premium","Alloy",6.3
49.9,"Other","No",50.942,2007,"Silver","Gasoline","unsp","unsp",6
60,"550","Yes",9.158,2011,"Black","Gasoline","Premium","Alloy",5.5
49.995,"550","No",20.387,2010,"Black","Gasoline","unsp","unsp",5.5
43.994,"550","No",58.458,2010,"White","Gasoline","Premium","Alloy",5.5
44.888,"550","Yes",55.04,2010,"White","Gasoline","Harman Kardon","Alloy",5.5
39.382,"550","No",61.174,2010,"Silver","Gasoline","unsp","Alloy",5.5
42.798,"550","No",29.629,2010,"Black","Gasoline","Premium","Alloy",5.5
30.456,"550","No",38.323,2010,"Black","Gasoline","unsp","unsp",5.5
52.98,"550","No",31.023,2011,"Black","Gasoline","Harman Kardon","Alloy",5.5
37.989,"550","No",45.489,2010,"Other","Gasoline","Harman Kardon","unsp",5.5
49.981,"550","No",35.011,2011,"Black","Gasoline","unsp","unsp",5.5
51,"550","No",18.587,2011,"Other","Gasoline","Harman Kardon","unsp",5.5
41.988,"550","Yes",55.934,2011,"Silver","Gasoline","unsp","unsp",5.5
49.991,"550","No",19.071,2011,"White","Gasoline","Bang Olufsen","Alloy",5.5
58.918,"550","Yes",13.235,2010,"Other","Gasoline","Harman Kardon","Premium",5.5
66.991,"550","No",22.777,2013,"White","Gasoline","unsp","unsp",4.6
74.49,"550","No",24.24,2013,"White","Gasoline","unsp","Alloy",4.6
66.99,"550","No",32.131,2013,"White","Gasoline","unsp","unsp",4.6
56.955,"550","No",24.957,2013,"Silver","Gasoline","Harman Kardon","unsp",4.6
69.991,"550","No",11.152,2013,"White","Gasoline","unsp","unsp",4.6
59.995,"550","No",16.316,2013,"Black","Gasoline","Harman Kardon","Alloy",4.6
63.995,"550","No",14.788,2012,"Silver","Gasoline","Harman Kardon","Alloy",4.6
61.99,"550","No",13.093,2012,"White","Gasoline","Harman Kardon","unsp",4.6
65.994,"550","Yes",21.779,2013,"Other","Gasoline","unsp","unsp",4.6
67.991,"550","No",28.357,2013,"Black","Gasoline","Premium","Alloy",4.6
76.988,"550","No",16.134,2013,"White","Gasoline","unsp","unsp",4.6
52.999,"Other","Yes",49.397,2011,"Black","Gasoline","Premium","Alloy",5.5
61.991,"Other","No",55.03,2011,"Black","Gasoline","unsp","unsp",5.5
61.95,"Other","Yes",27.267,2010,"White","Gasoline","unsp","Alloy",6.3
65.225,"Other","Yes",49.158,2010,"Black","Gasoline","unsp","unsp",6.3
30.99,"550","No",55.435,2008,"Silver","Gasoline","Harman Kardon","Alloy",5.5
31.995,"550","No",41.092,2008,"Black","Gasoline","Harman Kardon","unsp",5.5
33.981,"550","No",59.749,2007,"Other","Gasoline","Harman Kardon","unsp",5.5
31.995,"550","No",62.922,2007,"Other","Gasoline","Premium","unsp",5.5
31.425,"550","No",76.685,2007,"Other","Gasoline","Premium","unsp",5.5
28.99,"550","No",66.548,2008,"Black","Gasoline","Premium","Alloy",5.5
31.985,"550","No",52.266,2008,"Black","Gasoline","Premium","unsp",5.5
27.995,"550","No",79.217,2009,"Black","Gasoline","unsp","Alloy",5.5
31.966,"550","No",65.755,2008,"White","Gasoline","Premium","Alloy",5.5
33.5,"550","No",72.029,2008,"Silver","Gasoline","Harman Kardon","unsp",5.5
26.995,"550","No",76.073,2008,"Other","Gasoline","unsp","unsp",5.5
29.995,"550","No",69.155,2008,"Black","Gasoline","unsp","Alloy",5.5
35.995,"550","No",34.326,2009,"Silver","Gasoline","unsp","unsp",5.5
24.995,"550","No",70.014,2008,"Black","Gasoline","unsp","unsp",5.5
36.097,"550","No",67.595,2008,"White","Gasoline","unsp","unsp",5.5
33.872,"550","No",34.14,2008,"Silver","Gasoline","unsp","Alloy",5.5
38.9,"550","No",62.438,2009,"White","Gasoline","Premium","Alloy",5.5
33.988,"550","No",73.935,2009,"Black","Gasoline","unsp","unsp",5.5
39.995,"550","No",41.45,2009,"Black","Gasoline","unsp","Alloy",5.5
33.961,"550","No",49.343,2007,"Other","Gasoline","Harman Kardon","Alloy",5.5
27.9,"550","No",89.439,2007,"Black","Gasoline","unsp","Premium",5.5
29.98,"550","No",53.476,2008,"Silver","Gasoline","unsp","unsp",5.5
37.5,"550","No",47.909,2009,"Other","Gasoline","Premium","unsp",5.5
44.699,"550","No",43.83,2007,"Black","Gasoline","unsp","unsp",5.5
25.995,"550","No",113.332,2008,"Silver","Gasoline","Premium","unsp",5.5
39.998,"550","No",52.853,2009,"White","Gasoline","unsp","unsp",5.5
35.991,"550","No",16.803,2009,"White","Gasoline","unsp","unsp",5.5
25.995,"550","No",59.845,2007,"Other","Gasoline","unsp","unsp",5.5
23.995,"550","No",49.522,2007,"Other","Gasoline","Harman Kardon","Alloy",5.5
53.993,"Other","Yes",36.851,2012,"Black","Diesel","Harman Kardon","Alloy",3
62.995,"Other","No",22.634,2013,"White","Diesel","Premium","Alloy",3
51.95,"Other","Yes",18.516,2012,"Black","Diesel","Harman Kardon","Alloy",3
49.888,"Other","Yes",41.913,2012,"Silver","Diesel","Harman Kardon","Alloy",3
43.777,"550","No",31.195,2010,"White","Gasoline","Premium","Alloy",5.5
42.995,"550","No",43.655,2010,"Black","Gasoline","Premium","Alloy",5.5
46.995,"550","No",39.665,2011,"Silver","Gasoline","unsp","unsp",5.5
45.888,"550","No",41.59,2011,"Silver","Gasoline","Harman Kardon","Alloy",5.5
44.995,"550","No",55.9,2010,"Black","Gasoline","Premium","Alloy",5.5
47.99,"550","Yes",30.987,2010,"Other","Gasoline","unsp","unsp",5.5
40.988,"550","No",58.25,2010,"Black","Gasoline","Premium","Alloy",5.5
49.95,"550","Yes",38.394,2011,"White","Gasoline","Premium","Alloy",5.5
35.5,"550","No",44.873,2010,"Black","Gasoline","Premium","Alloy",5.5
47.995,"550","No",42.223,2011,"Other","Gasoline","Bang Olufsen","Alloy",5.5
41.395,"550","No",58.7,2010,"Silver","Gasoline","unsp","unsp",5.5
47.95,"550","No",36.972,2011,"Black","Gasoline","Premium","Alloy",5.5
44.991,"550","Yes",45.691,2010,"Other","Gasoline","Harman Kardon","unsp",5.5
56.588,"550","Yes",33.234,2011,"Black","Gasoline","Premium","Alloy",5.5
44.999,"550","Yes",18.613,2011,"Silver","Gasoline","Premium","Alloy",5.5
40.969,"550","No",29.873,2010,"Black","Gasoline","Harman Kardon","unsp",5.5
36.995,"550","Yes",92.762,2012,"White","Gasoline","Harman Kardon","Alloy",4.6
56.991,"550","Yes",20.79,2012,"Silver","Gasoline","Premium","Alloy",4.6
53.555,"550","No",15.696,2012,"White","Gasoline","Harman Kardon","Alloy",4.6
44.995,"550","No",43.223,2012,"Other","Gasoline","Harman Kardon","Alloy",4.6
45.999,"550","No",17.918,2012,"Other","Gasoline","Premium","Alloy",4.6
46.995,"550","No",33.975,2013,"Black","Gasoline","Premium","Alloy",4.6
45.999,"550","Yes",41.213,2013,"Black","Gasoline","Premium","Alloy",4.6
55.995,"550","Yes",14.492,2012,"Other","Gasoline","Harman Kardon","Alloy",4.6
57.275,"550","No",18.487,2013,"Black","Gasoline","Premium","Alloy",4.6
55.563,"550","No",42.94,2012,"Other","Gasoline","Premium","Alloy",4.6
57.995,"550","No",33.554,2012,"Black","Gasoline","Premium","Alloy",4.6
72.992,"550","No",17.854,2012,"Black","Gasoline","unsp","unsp",4.6
53.9,"550","No",39.574,2012,"White","Gasoline","Harman Kardon","Alloy",4.6
65.98,"550","No",24.38,2013,"Black","Gasoline","Premium","unsp",4.6
59.999,"550","No",18.501,2012,"Black","Gasoline","unsp","Alloy",4.6
46.95,"550","Yes",64.731,2012,"White","Gasoline","Harman Kardon","Alloy",4.6
41.3,"Other","No",47.9,2010,"White","Hybrid","unsp","Alloy",3.5
31.995,"Other","No",65.776,2010,"White","Hybrid","unsp","Alloy",3.5
36.888,"Other","No",45.353,2010,"Other","Hybrid","Harman Kardon","Alloy",3.5
37.85,"Other","No",50.2,2011,"Silver","Hybrid","Harman Kardon","Alloy",3.5
6.494,"Other","No",105.947,1999,"Other","Gasoline","unsp","unsp",4.2
4.591,"500","No",129.341,1997,"Black","Gasoline","unsp","unsp",5
6.495,"430","No",150.389,2002,"Silver","Gasoline","unsp","Alloy",4.3
9.787,"430","No",105.579,2004,"Other","Gasoline","Premium","Alloy",4.3
11.995,"430","No",112.492,2004,"Other","Gasoline","Bose","Alloy",4.3
17.995,"430","No",66.015,2006,"Other","Gasoline","unsp","unsp",4.3
5.995,"430","No",128.009,2001,"Black","Gasoline","Bose","Alloy",4.3
8.995,"430","No",107.696,2003,"Black","Gasoline","Premium","Alloy",4.3
11.9,"430","No",59.584,2002,"Silver","Gasoline","Harman Kardon","Alloy",4.3
10.777,"430","No",72.013,2002,"White","Gasoline","unsp","unsp",4.3
8.6,"430","No",113.886,2002,"White","Gasoline","Bose","Alloy",4.3
9.95,"430","No",173.226,2002,"Other","Gasoline","unsp","Alloy",4.3
13.997,"430","Yes",99.866,2003,"Black","Gasoline","Bose","Alloy",4.3
6.5,"430","No",98.77,2000,"Black","Gasoline","unsp","Alloy",4.3
9.995,"430","No",81.13,2001,"Black","Gasoline","unsp","unsp",4.3
10.995,"430","No",85.336,2001,"Silver","Gasoline","Premium","Alloy",4.3
6.5,"430","No",137.977,2001,"Silver","Gasoline","unsp","Alloy",4.3
9.995,"430","No",66.865,2001,"Silver","Gasoline","unsp","Alloy",4.3
7.499,"430","No",112.827,2002,"Silver","Gasoline","unsp","Alloy",4.3
6.9,"430","No",157.052,2003,"Black","Gasoline","unsp","unsp",4.3
13.999,"430","No",62.077,2005,"Silver","Gasoline","unsp","Alloy",4.3
6.99,"430","No",101.131,2001,"Silver","Gasoline","Premium","unsp",4.3
9.988,"430","No",127.024,2002,"Other","Gasoline","unsp","unsp",4.3
15.291,"430","No",93.124,2006,"Black","Gasoline","unsp","Alloy",4.3
4.995,"430","No",152.123,2000,"Silver","Gasoline","unsp","Alloy",4.3
5.9,"430","No",156.178,2001,"Other","Gasoline","Premium","unsp",4.3
13.9,"430","No",61.112,2005,"Silver","Gasoline","unsp","unsp",4.3
7.995,"430","No",79.933,2002,"Black","Gasoline","unsp","Alloy",4.3
6.995,"430","No",138.055,2001,"Black","Gasoline","Premium","Alloy",4.3
12.9,"430","No",69.892,2000,"Black","Gasoline","Premium","unsp",4.3
13.999,"430","No",106.838,2005,"Silver","Gasoline","Bose","Alloy",4.3
9.985,"Other","No",107.383,2002,"Black","Gasoline","Bose","unsp",5.4
9.99,"Other","No",120.187,2001,"Silver","Gasoline","Premium","unsp",5.4
10.988,"Other","No",123.89,2001,"Black","Gasoline","unsp","Alloy",5.4
16.49,"Other","No",73.554,2005,"Silver","Gasoline","Bose","unsp",5.4
21.929,"Other","No",63.022,2006,"Silver","Gasoline","Bose","Alloy",5.4
12.995,"500","No",140.002,2003,"Silver","Gasoline","Premium","Alloy",5
16.495,"500","No",92.999,2006,"Other","Gasoline","unsp","Alloy",5
10.988,"500","No",105.985,2004,"Silver","Gasoline","unsp","unsp",5
14.995,"500","No",85.282,2005,"Black","Gasoline","unsp","unsp",5
8.999,"500","No",128.633,2000,"Other","Gasoline","Premium","Alloy",5
11.98,"500","No",77.906,2000,"Black","Gasoline","Bose","unsp",5
6.995,"500","No",109.331,2001,"Silver","Gasoline","Bose","unsp",5
8.61,"500","No",131.808,2001,"Black","Gasoline","Premium","Alloy",5
11.977,"500","No",72.897,2002,"Black","Gasoline","Premium","unsp",5
5.995,"500","No",89.562,2002,"Silver","Gasoline","unsp","unsp",5
18.973,"500","No",66.159,2005,"White","Gasoline","unsp","Alloy",5
9.5,"500","Yes",98.86,2000,"Black","Gasoline","unsp","unsp",5
9.9,"500","No",110.777,2004,"Silver","Gasoline","unsp","Alloy",5
7.988,"500","Yes",133.556,2002,"Other","Gasoline","Premium","unsp",5
15.991,"500","Yes",90.731,2005,"White","Gasoline","Bose","other",5
14.988,"500","No",86.501,2006,"Other","Gasoline","Premium","unsp",5
9.995,"500","No",98.13,2003,"Other","Gasoline","unsp","unsp",5
11.99,"500","No",99.698,2003,"Other","Gasoline","Bose","Alloy",5
6.995,"500","No",140.606,2000,"Silver","Gasoline","Premium","Alloy",5
10.5,"Other","No",114.375,2003,"Other","Gasoline","Bose","Alloy",5.5
15.992,"Other","No",72.779,2005,"White","Gasoline","Premium","Alloy",5.5
17.998,"Other","No",91.48,2006,"Black","Gasoline","Bose","Premium",5.5
12.991,"430","No",85.41,2006,"Other","Gasoline","Premium","Alloy",4.3
10.991,"430","No",115.073,2004,"Black","Gasoline","unsp","unsp",4.3
6.99,"430","No",182.105,2003,"Black","Gasoline","unsp","Alloy",4.3
13.765,"500","No",69.29,2003,"Silver","Gasoline","unsp","Alloy",5
14,"500","No",99.181,2006,"Silver","Gasoline","Bose","Alloy",5
24.988,"500","No",97.888,2006,"Silver","Gasoline","Bose","Alloy",5
15,"500","No",51.999,2003,"White","Gasoline","unsp","Alloy",5
10.967,"500","No",124.755,2004,"Black","Gasoline","unsp","unsp",5
19.9,"500","No",88.136,2006,"Black","Gasoline","unsp","Alloy",5
17.99,"500","No",61.724,2004,"Other","Gasoline","unsp","Alloy",5
15.95,"550","No",162.602,2007,"Black","Gasoline","unsp","unsp",5.5
19.995,"550","No",77.663,2007,"Other","Gasoline","Harman Kardon","Alloy",5.5
29.995,"550","Yes",52.975,2007,"Black","Gasoline","unsp","Alloy",5.5
23.995,"550","No",103.307,2007,"Other","Gasoline","Premium","unsp",5.5
29.985,"550","No",67.927,2007,"Black","Gasoline","unsp","Alloy",5.5
27.9,"550","No",35.709,2007,"White","Gasoline","Harman Kardon","Alloy",5.5
27.9,"550","No",65.576,2007,"Other","Gasoline","Harman Kardon","other",5.5
29.978,"550","Yes",65.499,2008,"Other","Gasoline","Harman Kardon","unsp",5.5
67.991,"550","No",35.822,2009,"White","Gasoline","Premium","Alloy",5.5
